geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
10178907	7227	FBgn0051084	CR31084	-
10178908	7227	FBgn0261853	CG42782	-
10178909	7227	FBgn0262017	CG42830	-
10178910	7227	FBgn0262023	CG42834	-
10178911	7227	FBgn0262144	CG42870	-
10178912	7227	FBgn0261847	CG42779	-
10178913	7227	FBgn0262036	CG42847	-
10178914	7227	FBgn0262150	CG42876	-
10178915	7227	FBgn0262148	CR42874	-
10178916	7227	FBgn0262004	CG42822	-
10178917	7227	FBgn0051044	CR31044	-
10178921	7227	FBgn0261856	CR42785	-
10178922	7227	FBgn0050374	CR30374	-
10178923	7227	FBgn0261807	CG42753	-
10178924	7227	FBgn0262163	betaNACtes5	-
10178925	7227	FBgn0261504	7SLRNA:CR42652	Signal recognition particle 7SL RNA CR42652
10178926	7227	FBgn0261568	CG42682	-
10178927	7227	FBgn0262098	CG42851	-
10178928	7227	FBgn0261507	CG42655	-
10178929	7227	FBgn0261838	pre-mod(mdg4)-Z	-
10178930	7227	FBgn0261817	CG42759	-
10178932	7227	FBgn0262146	MtnE	Metallothionein E
10178933	7227	FBgn0262030	CG42841	-
10178934	7227	FBgn0262010	CG42828	-
10178935	7227	FBgn0261501	CG42649	-
10178936	7227	FBgn0058100	CR40100	-
10178937	7227	FBgn0265295	pncr014:3L	-
10178939	7227	FBgn0261536	CG42660	-
10178940	7227	FBgn0261635	CG42718	-
10178941	7227	FBgn0261993	CG42811	-
10178942	7227	FBgn0261973	snoRNA:Or-CD9a	-
10178943	7227	FBgn0261581	CG42691	-
10178944	7227	FBgn0052690	CR32690	-
10178945	7227	FBgn0261627	CG42710	-
10178946	7227	FBgn0261925	CG42792	-
10178948	7227	FBgn0261858	CG42787	-
10178949	7227	FBgn0261567	CG42681	-
10178950	7227	FBgn0261844	pre-mod(mdg4)-V	-
10178951	7227	FBgn0261523	CG42658	-
10178952	7227	FBgn0051292	CR31292	-
10178954	7227	FBgn0261932	CG42798	-
10178955	7227	FBgn0262149	CR42875	-
10178956	7227	FBgn0262028	CR42839	-
10178957	7227	FBgn0261805	CG42751	-
10178958	7227	FBgn0261996	CG42814	-
10178960	7227	FBgn0261842	pre-mod(mdg4)-AE	-
10178961	7227	FBgn0261990	CG42808	-
10178962	7227	FBgn0262107	CR42860	-
10178963	7227	FBgn0261832	CG42764	-
10178964	7227	FBgn0262109	CR42862	-
10178965	7227	FBgn0262022	CG42833	-
10178966	7227	FBgn0085673	Su(Ste):CR41533	-
10178967	7227	FBgn0085664	CR41519	-
10178968	7227	FBgn0261849	CG42781	-
10178970	7227	FBgn0261814	CR42756	-
10216620	7227	FBgn0261400	didy	-
10216621	7227	FBgn0261870	pky	-
10216622	7227	FBgn0261867	hby	-
10216623	7227	FBgn0261864	lzb	-
10216624	7227	FBgn0261519	did	-
10216625	7227	FBgn0261865	lgr	-
10216626	7227	FBgn0261880	Taf	-
10216627	7227	FBgn0261868	lkd	-
10216628	7227	FBgn0261863	lnr	-
10216629	7227	FBgn0261866	ltr	-
10216630	7227	FBgn0259976	pag	-
10216631	7227	FBgn0261869	caboose	-
12797860	7227	FBgn0262845	CG43209	-
12797861	7227	FBgn0263543|miRBase:MI0017765	mir-4979	mir-4979 stem loop
12797862	7227	FBgn0262435|miRBase:MI0005870	mir-1009	mir-1009 stem loop
12797863	7227	FBgn0263546|miRBase:MI0017771	mir-4985	mir-4985 stem loop
12797864	7227	FBgn0262902	CR43257	-
12797865	7227	FBgn0263443	CR43466	-
12797866	7227	FBgn0262566	CG43106	-
12797867	7227	FBgn0263584	CR43609	-
12797868	7227	FBgn0263465	snoRNA:kis-a	-
12797869	7227	FBgn0262252|miRBase:MI0005821	mir-965	mir-965 stem loop
12797870	7227	FBgn0262510	CR43080	-
12797871	7227	FBgn0262177|miRBase:MI0005813	mir-375	mir-375 stem loop
12797872	7227	FBgn0263080	CG43348	-
12797873	7227	FBgn0263081	CG43349	-
12797874	7227	FBgn0262944	CR43263	-
12797875	7227	FBgn0263320	CG43401	-
12797876	7227	FBgn0263321	CG43402	-
12797877	7227	FBgn0262275|miRBase:MI0011290	mir-2280	mir-2280 stem loop
12797878	7227	FBgn0263441	CR43464	-
12797880	7227	FBgn0262223|miRBase:MI0005855	mir-994	mir-994 stem loop
12797881	7227	FBgn0262420|miRBase:MI0000430	mir-318	mir-318 stem loop
12797882	7227	FBgn0263547|miRBase:MI0017730	mir-4944	mir-4944 stem loop
12797883	7227	FBgn0263403	CG43449	-
12797884	7227	FBgn0262972	CR43283	-
12797885	7227	FBgn0051386	CR31386	-
12797886	7227	FBgn0263480	snoRNA:Irbp-a	-
12797887	7227	FBgn0263520|miRBase:MI0017731	mir-4945	mir-4945 stem loop
12797888	7227	FBgn0262364	CG43062	-
12797889	7227	FBgn0263404	CG43450	-
12797890	7227	FBgn0037997	CG14742	-
12797891	7227	FBgn0263454	CR43477	-
12797892	7227	FBgn0262383|miRBase:MI0000369	mir-284	mir-284 stem loop
12797893	7227	FBgn0263621	CG43630	-
12797894	7227	FBgn0262365	CG43063	-
12797895	7227	FBgn0262844	CG43208	-
12797896	7227	FBgn0040554	CR17025	-
12797897	7227	FBgn0262323|miRBase:MI0005858	mir-252	mir-252 stem loop
12797898	7227	FBgn0054044	CR34044	-
12797899	7227	FBgn0262992	CR43300	-
12797900	7227	FBgn0263414	CR43460	-
12797901	7227	FBgn0262983	CG43291	-
12797902	7227	FBgn0262808	CG43179	-
12797903	7227	FBgn0262327|miRBase:MI0011291	mir-2281	mir-2281 stem loop
12797904	7227	FBgn0262315|miRBase:MI0011582	mir-2493	mir-2493 stem loop
12797905	7227	FBgn0263633|miRBase:MI0016044	mir-3644	mir-3644 stem loop
12797906	7227	FBgn0263380	CR43432	-
12797908	7227	FBgn0263616	CR43625	-
12797909	7227	FBgn0262689	CR43159	-
12797910	7227	FBgn0262893	CG43248	-
12797911	7227	FBgn0262529	CG43083	-
12797912	7227	FBgn0262530	CG43084	-
12797913	7227	FBgn0262528	CG43082	-
12797914	7227	FBgn0262371|miRBase:MI0000383	mir-263b	mir-263b stem loop
12797915	7227	FBgn0263570|miRBase:MI0017727	mir-4941	mir-4941 stem loop
12797916	7227	FBgn0262987	CG43295	-
12797917	7227	FBgn0262894	CG43249	-
12797918	7227	FBgn0052160	CR32160	-
12797919	7227	FBgn0262842	CG43206	-
12797920	7227	FBgn0262189|miRBase:MI0011589	mir-2500	mir-2500 stem loop
12797922	7227	FBgn0263381	CR43433	-
12797923	7227	FBgn0262376|miRBase:MI0000358	mir-219	mir-219 stem loop
12797924	7227	FBgn0263478	snoRNA:Edc3-a	-
12797925	7227	FBgn0261454	scaRNA:MeU4-A65	small Cajal body-specific RNA : MeU4-A65
12797926	7227	FBgn0262531	CG43085	-
12797927	7227	FBgn0262532	CR43086	-
12797928	7227	FBgn0262533	CR43087	-
12797932	7227	FBgn0052194	CR32194	-
12797933	7227	FBgn0262998	CR43306	-
12797934	7227	FBgn0262969	CR43280	-
12797935	7227	FBgn0052027	CR32027	-
12797936	7227	FBgn0262461|miRBase:MI0000427	mir-315	mir-315 stem loop
12797937	7227	FBgn0262351	CG43049	-
12797938	7227	FBgn0263326	CG43407	-
12797939	7227	FBgn0262373|miRBase:MI0000129	mir-9a	mir-9a stem loop
12797940	7227	FBgn0263415	CR43461	-
12797941	7227	FBgn0263507	CR43496	-
12797942	7227	FBgn0029920	CR4575	-
12797943	7227	FBgn0052733	CR32733	-
12797944	7227	FBgn0263563|miRBase:MI0017742	mir-4956	mir-4956 stem loop
12797946	7227	FBgn0262827	CG43198	-
12797948	7227	FBgn0262968	CR43279	-
12797949	7227	FBgn0262612	CG43138	-
12797951	7227	FBgn0263590	CR43615	-
12797952	7227	FBgn0262989	CR43297	-
12797953	7227	FBgn0262900	CG43255	-
12797954	7227	FBgn0263519|miRBase:MI0017750	mir-4964	mir-4964 stem loop
12797955	7227	FBgn0262369|miRBase:MI0000410	mir-31b	mir-31b stem loop
12797956	7227	FBgn0262421|miRBase:MI0000135	mir-13b-2	mir-13b-2 stem loop
12797957	7227	FBgn0263578|miRBase:MI0017698	mir-4916	mir-4916 stem loop
12797958	7227	FBgn0263475	snoRNA:CG16892-a	-
12797960	7227	FBgn0263509	CR43498	-
12797961	7227	FBgn0262335|miRBase:MI0011581	mir-2492	mir-2492 stem loop
12797962	7227	FBgn0262853	CR43217	-
12797963	7227	FBgn0262852	CR43216	-
12797964	7227	FBgn0262851	CR43215	-
12797965	7227	FBgn0262850	CR43214	-
12797966	7227	FBgn0262849	CR43213	-
12797967	7227	FBgn0262848	CR43212	-
12797968	7227	FBgn0262847	CR43211	-
12797969	7227	FBgn0263215	CR43385	-
12797970	7227	FBgn0262686	CG43156	-
12797971	7227	FBgn0262687	CR43157	-
12797972	7227	FBgn0262187|miRBase:MI0005827	mir-970	mir-970 stem loop
12797973	7227	FBgn0263627	CR43636	-
12797974	7227	FBgn0262682	CR43152	-
12797975	7227	FBgn0262222|miRBase:MI0005828	mir-971	mir-971 stem loop
12797976	7227	FBgn0263530|miRBase:MI0017700	mir-4917	mir-4917 stem loop
12797977	7227	FBgn0262534	CG43088	-
12797978	7227	FBgn0262485	CG43075	-
12797979	7227	FBgn0262486	CG43076	-
12797980	7227	FBgn0263548|miRBase:MI0017743	mir-4957	mir-4957 stem loop
12797981	7227	FBgn0262426|miRBase:MI0000368	mir-283	mir-283 stem loop
12797982	7227	FBgn0262409|miRBase:MI0000411	mir-304	mir-304 stem loop
12797983	7227	FBgn0262395|miRBase:MI0000132	mir-12	mir-12 stem loop
12797984	7227	FBgn0262991	CR43299	-
12797986	7227	FBgn0262210|miRBase:MI0005843	mir-927	mir-927 stem loop
12797987	7227	FBgn0263516|miRBase:MI0017744	mir-4958	mir-4958 stem loop
12797988	7227	FBgn0262283|miRBase:MI0005844	mir-985	mir-985 stem loop
12797989	7227	FBgn0263538|miRBase:MI0017751	mir-4965	mir-4965 stem loop
12797990	7227	FBgn0262487	CG43077	-
12797991	7227	FBgn0263502	CR43491	-
12797992	7227	FBgn0262857	CG43221	-
12797993	7227	FBgn0262856	CG43220	-
12797994	7227	FBgn0262996	CR43304	-
12797995	7227	FBgn0262398|miRBase:MI0000373	mir-124	mir-124 stem loop
12797996	7227	FBgn0262400|miRBase:MI0000381	mir-287	mir-287 stem loop
12797997	7227	FBgn0262356	CG43054	-
12797998	7227	FBgn0262876	CG43231	-
12797999	7227	FBgn0263338	CR43419	-
12798000	7227	FBgn0263339	CR43420	-
12798001	7227	FBgn0262960	CG43271	-
12798002	7227	FBgn0262963	CR43274	-
12798003	7227	FBgn0263332	CR43413	-
12798005	7227	FBgn0263327	CR43408	-
12798006	7227	FBgn0263094	CG43362	-
12798007	7227	FBgn0263090	CR43358	-
12798009	7227	FBgn0263086	CG43354	-
12798010	7227	FBgn0263049	let-7-C	let-7-Complex
12798011	7227	FBgn0262463|miRBase:MI0000378	mir-100	mir-100 stem loop
12798012	7227	FBgn0262406|miRBase:MI0000416	let-7	-
12798013	7227	FBgn0262456|miRBase:MI0000417	mir-125	mir-125 stem loop
12798014	7227	FBgn0263568|miRBase:MI0017732	mir-4946	mir-4946 stem loop
12798015	7227	FBgn0263095	CR43363	-
12798016	7227	FBgn0262460|miRBase:MI0000118	mir-2a-2	mir-2a-2 stem loop
12798017	7227	FBgn0262377|miRBase:MI0000117	mir-2a-1	mir-2a-1 stem loop
12798018	7227	FBgn0262449|miRBase:MI0000120	mir-2b-2	mir-2b-2 stem loop
12798019	7227	FBgn0262543	CR43097	-
12798020	7227	FBgn0263611	CR43620	-
12798021	7227	FBgn0263333	CR43414	-
12798022	7227	FBgn0263581	CR43606	-
12798023	7227	FBgn0263582	CR43607	-
12798024	7227	FBgn0262878	CG43233	-
12798026	7227	FBgn0262455|miRBase:MI0000116	mir-1	mir-1 stem loop
12798027	7227	FBgn0263533|miRBase:MI0017759	mir-4973	mir-4973 stem loop
12798028	7227	FBgn0263583	CR43608	-
12798029	7227	FBgn0262445|miRBase:MI0000362	mir-133	mir-133 stem loop
12798030	7227	FBgn0262425|miRBase:MI0000384	mir-288	mir-288 stem loop
12798031	7227	FBgn0262688	CR43158	-
12798032	7227	FBgn0263474	scaRNA:PsiU2-38.40.42	small Cajal body-specific RNA : PsiU2-38.40.42
12798033	7227	FBgn0263536|miRBase:MI0017760	mir-4974	mir-4974 stem loop
12798034	7227	FBgn0262631	CR43148	-
12798036	7227	FBgn0037389	CR10991	-
12798037	7227	FBgn0037397	CR1075	-
12798038	7227	FBgn0263497	CR43486	-
12798039	7227	FBgn0263498	CR43487	-
12798040	7227	FBgn0261006	snoRNA:83E4-5	-
12798041	7227	FBgn0262174|miRBase:MI0005854	mir-993	mir-993 stem loop
12798042	7227	FBgn0263383	CR43435	-
12798043	7227	FBgn0262424|miRBase:MI0000130	mir-10	mir-10 stem loop
12798044	7227	FBgn0263402	CG43448	-
12798045	7227	FBgn0263527|miRBase:MI0017703	mir-4908	mir-4908 stem loop
12798047	7227	FBgn0262982	CG43290	-
12798048	7227	FBgn0263565|miRBase:MI0017736	mir-4950	mir-4950 stem loop
12798049	7227	FBgn0262883	CR43238	-
12798050	7227	FBgn0262444|miRBase:MI0005874	mir-1013	mir-1013 stem loop
12798051	7227	FBgn0263562|miRBase:MI0017734	mir-4948	mir-4948 stem loop
12798052	7227	FBgn0263412	CR43458	-
12798053	7227	FBgn0263544|miRBase:MI0017735	mir-4949	mir-4949 stem loop
12798054	7227	FBgn0262899	CG43254	-
12798055	7227	FBgn0261453	scaRNA:MeU2-C41	small Cajal body-specific RNA : MeU2-C41
12798056	7227	FBgn0262362	CG43060	-
12798057	7227	FBgn0263596	CG43618	-
12798058	7227	FBgn0262363	CG43061	-
12798059	7227	FBgn0054046	CR34046	-
12798060	7227	FBgn0262384|miRBase:MI0005875	mir-1014	mir-1014 stem loop
12798061	7227	FBgn0263384	CR43436	-
12798062	7227	FBgn0039979	CR40282	-
12798063	7227	FBgn0262970	CR43281	-
12798064	7227	FBgn0263092	CR43360	-
12798065	7227	FBgn0262994	CR43302	-
12798066	7227	FBgn0262995	CR43303	-
12798067	7227	FBgn0263550|miRBase:MI0017701	mir-4918	mir-4918 stem loop
12798068	7227	FBgn0262901	CR43256	-
12798069	7227	FBgn0084008	CR41443	-
12798070	7227	FBgn0263479	scaRNA:PsiU2-35.45	small Cajal body-specific RNA : PsiU2-35.45
12798072	7227	FBgn0063298	CR31429	-
12798073	7227	FBgn0263518|miRBase:MI0017761	mir-4975	mir-4975 stem loop
12798074	7227	FBgn0263586	CR43611	-
12798075	7227	FBgn0263517|miRBase:MI0017762	mir-4976	mir-4976 stem loop
12798076	7227	FBgn0262993	CR43301	-
12798077	7227	FBgn0262180|miRBase:MI0011293	mir-2283	mir-2283 stem loop
12798078	7227	FBgn0263389	CG43441	-
12798079	7227	FBgn0033131	CR12842	-
12798080	7227	FBgn0262583	CG43123	-
12798081	7227	FBgn0262948	CG43267	-
12798082	7227	FBgn0263529|miRBase:MI0017763	mir-4977	mir-4977 stem loop
12798083	7227	FBgn0263477	scaRNA:PsiU1-6	small Cajal body-specific RNA : PsiU1-6
12798084	7227	FBgn0262378|miRBase:MI0000429	mir-317	mir-317 stem loop
12798085	7227	FBgn0263413	CR43459	-
12798086	7227	FBgn0262419|miRBase:MI0000360	mir-277	mir-277 stem loop
12798087	7227	FBgn0262459|miRBase:MI0000371	mir-34	mir-34 stem loop
12798088	7227	FBgn0263046	CG43341	-
12798089	7227	FBgn0263566|miRBase:MI0017704	mir-4909	mir-4909 stem loop
12798090	7227	FBgn0263558|miRBase:MI0017766	mir-4980	mir-4980 stem loop
12798091	7227	FBgn0263534|miRBase:MI0017746	mir-4960	mir-4960 stem loop
12798092	7227	FBgn0263552|miRBase:MI0017747	mir-4961	mir-4961 stem loop
12798093	7227	FBgn0262178|miRBase:MI0005838	mir-981	mir-981 stem loop
12798094	7227	FBgn0262297|miRBase:MI0011585	mir-2496	mir-2496 stem loop
12798095	7227	FBgn0263542|miRBase:MI0017740	mir-4954	mir-4954 stem loop
12798096	7227	FBgn0263630|miRBase:MI0016041	mir-3641	mir-3641 stem loop
12798097	7227	FBgn0263628	CR43637	-
12798098	7227	FBgn0054052	CR34052	-
12798099	7227	FBgn0053218	CR33218	-
12798100	7227	FBgn0263531|miRBase:MI0017741	mir-4955	mir-4955 stem loop
12798101	7227	FBgn0263505	CR43494	-
12798102	7227	FBgn0267910	MRE16	mRNA-like ncRNA in embryogenesis 16
12798103	7227	FBgn0263532|miRBase:MI0017748	mir-4962	mir-4962 stem loop
12798104	7227	FBgn0053221	CR33221	-
12798105	7227	FBgn0262990	CR43298	-
12798106	7227	FBgn0262980	CG43288	-
12798107	7227	FBgn0262608	CG43134	-
12798108	7227	FBgn0262609	CG43135	-
12798109	7227	FBgn0262339|miRBase:MI0005839	mir-982	mir-982 stem loop
12798110	7227	FBgn0262390|miRBase:MI0000409	mir-303	mir-303 stem loop
12798111	7227	FBgn0262235|miRBase:MI0005840	mir-983-1	mir-983-1 stem loop
12798112	7227	FBgn0262279|miRBase:MI0005841	mir-983-2	mir-983-2 stem loop
12798113	7227	FBgn0262282|miRBase:MI0005842	mir-984	mir-984 stem loop
12798114	7227	FBgn0263589	CR43614	-
12798115	7227	FBgn0263506	CR43495	-
12798116	7227	FBgn0263631|miRBase:MI0016045	mir-3645	mir-3645 stem loop
12798117	7227	FBgn0263545|miRBase:MI0017749	mir-4963	mir-4963 stem loop
12798118	7227	FBgn0262945	CR43264	-
12798119	7227	FBgn0262610	CG43136	-
12798120	7227	FBgn0262611	CG43137	-
12798121	7227	FBgn0262575	CG43115	-
12798122	7227	FBgn0262536	CG43090	-
12798123	7227	FBgn0263340	CR43421	-
12798124	7227	FBgn0262824	CG43195	-
12798125	7227	FBgn0263000	CG43308	-
12798126	7227	FBgn0262436|miRBase:MI0000422	mir-310	mir-310 stem loop
12798127	7227	FBgn0262402|miRBase:MI0000423	mir-311	mir-311 stem loop
12798128	7227	FBgn0262450|miRBase:MI0000424	mir-312	mir-312 stem loop
12798129	7227	FBgn0262441|miRBase:MI0000425	mir-313	mir-313 stem loop
12798130	7227	FBgn0262211|miRBase:MI0011587	mir-2498	mir-2498 stem loop
12798131	7227	FBgn0262227|miRBase:MI0005851	mir-991	mir-991 stem loop
12798132	7227	FBgn0262334|miRBase:MI0005852	mir-992	mir-992 stem loop
12798133	7227	FBgn0262370|miRBase:MI0000127	mir-7	mir-7 stem loop
12798134	7227	FBgn0262690	CR43160	-
12798136	7227	FBgn0046297	CR9284	-
12798138	7227	FBgn0263250	CG43393	-
12798139	7227	FBgn0263341	CR43422	-
12798140	7227	FBgn0263031	CG43326	-
12798141	7227	FBgn0050267	CR30267	-
12798142	7227	FBgn0052835	CR32835	-
12798143	7227	FBgn0263551|miRBase:MI0017725	mir-4939	mir-4939 stem loop
12798144	7227	FBgn0262843	CG43207	-
12798145	7227	FBgn0263084	HP1Lcsd	Heterochromatin Protein 1L chromoshadow domain
12798146	7227	FBgn0262789	CR43170	-
12798147	7227	FBgn0086533	snoRNA:Me18S-C419	-
12798148	7227	FBgn0263457	CR43480	-
12798149	7227	FBgn0262263|miRBase:MI0005826	mir-969	mir-969 stem loop
12798150	7227	FBgn0262433|miRBase:MI0000376	mir-210	mir-210 stem loop
12798151	7227	FBgn0262607	CG43133	-
12798152	7227	FBgn0262874	CG43229	-
12798153	7227	FBgn0263503	CR43492	-
12798155	7227	FBgn0263328	CR43409	-
12798157	7227	FBgn0262683	CG43153	-
12798158	7227	FBgn0263386	CG43438	-
12798159	7227	FBgn0262786	CG43167	-
12798160	7227	FBgn0263019	CR43314	-
12798161	7227	FBgn0263107|miRBase:MI0000343	bft	bereft
12798162	7227	FBgn0263541|miRBase:MI0017772	mir-4986	mir-4986 stem loop
12798163	7227	FBgn0263571|miRBase:MI0017745	mir-4959	mir-4959 stem loop
12798164	7227	FBgn0263088	CR43356	-
12798165	7227	FBgn0263468	snoRNA:SC35-a	-
12798166	7227	FBgn0263469	snoRNA:SC35-b	-
12798167	7227	FBgn0262203|miRBase:MI0005823	mir-967	mir-967 stem loop
12798169	7227	FBgn0263458	snoRNA:CG43051-a	-
12798170	7227	FBgn0262381|miRBase:MI0000375	mir-276b	mir-276b stem loop
12798171	7227	FBgn0266076|miRBase:MI0000359	mir-276a	mir-276a stem loop
12798172	7227	FBgn0262890	CG43245	-
12798174	7227	FBgn0262181|miRBase:MI0005829	mir-972	mir-972 stem loop
12798175	7227	FBgn0262201|miRBase:MI0005830	mir-973	mir-973 stem loop
12798176	7227	FBgn0262216|miRBase:MI0005831	mir-974	mir-974 stem loop
12798177	7227	FBgn0262338|miRBase:MI0011588	mir-2499	mir-2499 stem loop
12798178	7227	FBgn0263514|miRBase:MI0017752	mir-4966-1	mir-4966-1 stem loop
12798179	7227	FBgn0262228|miRBase:MI0005832	mir-975	mir-975 stem loop
12798180	7227	FBgn0262341|miRBase:MI0005833	mir-976	mir-976 stem loop
12798181	7227	FBgn0262251|miRBase:MI0005834	mir-977	mir-977 stem loop
12798182	7227	FBgn0262314|miRBase:MI0005835	mir-978	mir-978 stem loop
12798183	7227	FBgn0262301|miRBase:MI0005836	mir-979	mir-979 stem loop
12798184	7227	FBgn0262352	CG43050	-
12798185	7227	FBgn0052821	CR32821	-
12798186	7227	FBgn0263207	CR43377	-
12798187	7227	FBgn0263208	CR43378	-
12798188	7227	FBgn0263209	CR43379	-
12798189	7227	FBgn0263210	CR43380	-
12798190	7227	FBgn0263211	CR43381	-
12798191	7227	FBgn0263212	CR43382	-
12798192	7227	FBgn0263213	CR43383	-
12798193	7227	FBgn0263214	CR43384	-
12798194	7227	FBgn0262194|miRBase:MI0011578	mir-2489	mir-2489 stem loop
12798195	7227	FBgn0263329	CR43410	-
12798196	7227	FBgn0262272|miRBase:MI0005824	mir-1002	mir-1002 stem loop
12798197	7227	FBgn0262332|miRBase:MI0005825	mir-968	mir-968 stem loop
12798198	7227	FBgn0263206	CG43376	-
12798199	7227	FBgn0051845	CR31845	-
12798200	7227	FBgn0263569|miRBase:MI0017754	mir-4968	mir-4968 stem loop
12798201	7227	FBgn0263247	CG43390	-
12798202	7227	FBgn0263248	CG43391	-
12798203	7227	FBgn0263632|miRBase:MI0016042	mir-3642	mir-3642 stem loop
12798204	7227	FBgn0262437|miRBase:MI0000355	mir-274	mir-274 stem loop
12798205	7227	FBgn0262396|miRBase:MI0000426	mir-314	mir-314 stem loop
12798206	7227	FBgn0262291|miRBase:MI0005810	mir-956	mir-956 stem loop
12798207	7227	FBgn0262366	CG43064	-
12798208	7227	FBgn0263615	CR43624	-
12798210	7227	FBgn0052511	CR32511	-
12798211	7227	FBgn0262454|miRBase:MI0005868	mir-1007	mir-1007 stem loop
12798212	7227	FBgn0263559|miRBase:MI0017699	mir-2535b	mir-2535b stem loop
12798213	7227	FBgn0263037	CG43332	-
12798214	7227	FBgn0262354	CG43052	-
12798215	7227	FBgn0266428	CR43463	-
12798216	7227	FBgn0263330	CR43411	-
12798217	7227	FBgn0262401|miRBase:MI0000377	mir-285	mir-285 stem loop
12798218	7227	FBgn0262986	CG43294	-
12798219	7227	FBgn0263504	CR43493	-
12798220	7227	FBgn0262237|miRBase:MI0011580	mir-2491	mir-2491 stem loop
12798221	7227	FBgn0262214|miRBase:MI0005853	mir-929	mir-929 stem loop
12798222	7227	FBgn0263089	CR43357	-
12798223	7227	FBgn0262875	CG43230	-
12798224	7227	FBgn0263587	CR43612	-
12798225	7227	FBgn0263379	CR43431	-
12798226	7227	FBgn0263620	CR43629	-
12798227	7227	FBgn0263455	CR43478	-
12798228	7227	FBgn0263343	CR43424	-
12798229	7227	FBgn0263626	CR43635	-
12798230	7227	FBgn0262605	CG43131	-
12798231	7227	FBgn0263018	snRNA:U4atac:82E	small nuclear RNA U4atac at 82E
12798232	7227	FBgn0040682	CG14664	-
12798233	7227	FBgn0263331	CR43412	-
12798234	7227	FBgn0263555|miRBase:MI0017729	mir-4943	mir-4943 stem loop
12798235	7227	FBgn0262191|miRBase:MI0011586	mir-2497	mir-2497 stem loop
12798236	7227	FBgn0262430|miRBase:MI0000413	mir-9c	mir-9c stem loop
12798237	7227	FBgn0262386|miRBase:MI0000414	mir-306	mir-306 stem loop
12798238	7227	FBgn0262452|miRBase:MI0000374	mir-79	mir-79 stem loop
12798240	7227	FBgn0262623	CG43147	-
12798241	7227	FBgn0262415|miRBase:MI0000385	mir-289	mir-289 stem loop
12798242	7227	FBgn0262813	CG43184	-
12798244	7227	FBgn0263484	snoRNA:Pi4KIIalpha-a	-
12798245	7227	FBgn0263619	CR43628	-
12798246	7227	FBgn0262413|miRBase:MI0000415	mir-9b	mir-9b stem loop
12798247	7227	FBgn0262438|miRBase:MI0005867	mir-1006	mir-1006 stem loop
12798248	7227	FBgn0051781	CR31781	-
12798251	7227	FBgn0265270	CR43239	-
12798252	7227	FBgn0262580	CG43120	-
12798253	7227	FBgn0262891	CG43246	-
12798254	7227	FBgn0262581	CG43121	-
12798256	7227	FBgn0262962	CG43273	-
12798257	7227	FBgn0265266	CG13639	-
12798258	7227	FBgn0263002	CR43310	-
12798259	7227	FBgn0263410	CR43456	-
12798260	7227	FBgn0263411	CR43457	-
12798261	7227	FBgn0262319|miRBase:MI0005862	mir-1000	mir-1000 stem loop
12798262	7227	FBgn0262411|miRBase:MI0000357	mir-92a	mir-92a stem loop
12798263	7227	FBgn0262388|miRBase:MI0000379	mir-92b	mir-92b stem loop
12798264	7227	FBgn0263622	CR43631	-
12798265	7227	FBgn0263623	CR43632	-
12798266	7227	FBgn0263624	CR43633	-
12798267	7227	FBgn0263625	CR43634	-
12798268	7227	FBgn0262904	CR43259	-
12798269	7227	FBgn0054024	CR34024	-
12798270	7227	FBgn0262576	CG43116	-
12798271	7227	FBgn0263382	CR43434	-
12798272	7227	FBgn0262577	CG43117	-
12798273	7227	FBgn0262379|miRBase:MI0005873	mir-1012	mir-1012 stem loop
12798274	7227	FBgn0263453	CR43476	-
12798275	7227	FBgn0263401	CG43447	-
12798276	7227	FBgn0262613	CG43139	-
12798277	7227	FBgn0262286|miRBase:MI0005863	mir-1001	mir-1001 stem loop
12798278	7227	FBgn0263024	CG43319	-
12798279	7227	FBgn0263597	Acp98AB	Accessory gland protein 98AB
12798280	7227	FBgn0051054	CR31054	-
12798281	7227	FBgn0262588	CG43125	-
12798282	7227	FBgn0262587	CG43124	-
12798283	7227	FBgn0263385	CR43437	-
12798284	7227	FBgn0262741	MRE23	mRNA-like ncRNA in embryogenesis 23
12798286	7227	FBgn0263579|miRBase:MI0017733	mir-4947	mir-4947 stem loop
12798287	7227	FBgn0262302|miRBase:MI0005806	mir-954	mir-954 stem loop
12798288	7227	FBgn0263344	CR43425	-
12798289	7227	FBgn0263093	CR43361	-
12798290	7227	FBgn0263567|miRBase:MI0017697	mir-4915	mir-4915 stem loop
12798291	7227	FBgn0262266|miRBase:MI0005837	mir-980	mir-980 stem loop
12798292	7227	FBgn0262810	CG43181	-
12798293	7227	FBgn0262811	CG43182	-
12798294	7227	FBgn0262448|miRBase:MI0000363	mir-279	mir-279 stem loop
12798295	7227	FBgn0262404|miRBase:MI0005857	mir-996	mir-996 stem loop
12798296	7227	FBgn0263588	CR43613	-
12798297	7227	FBgn0262873	Diedel2	Diedel 2
12798298	7227	FBgn0263026	CG43321	-
12798299	7227	FBgn0262453|miRBase:MI0000356	mir-275	mir-275 stem loop
12798300	7227	FBgn0262458|miRBase:MI0000412	mir-305	mir-305 stem loop
12798301	7227	FBgn0262880	CG43235	-
12798303	7227	FBgn0263561|miRBase:MI0017770	mir-4984	mir-4984 stem loop
12798304	7227	FBgn0262943	CR43262	-
12798305	7227	FBgn0262359	CG43057	-
